"cafeno","name","address","business_hours","tel"
"125198","커피브루어","서울 강남구 남부순환로391길 15","매일 09:00 ~ 22:30","02-501-7587"
"125200","카페마리","서울 송파구 삼학사로8길 5","",""
"125202","커피셀러","서울 강남구 헌릉로570길 32-1 큐에스빌딩 1층 103,104호","","070-8837-0820"
"125204","아락","서울 송파구 백제고분로15길 4","","02-417-2256"
"125219","스파지오","서울 송파구 백제고분로 254","",""
"125220","더쌍화","서울 강남구 삼성로 155","",""
"125221","마이브 커피이야기","서울 송파구 삼학사로14길 16 1층","","02-417-1781"
"125224","커피랑도서관 가락시장역점","서울 송파구 중대로 60-6 공간빌딩 5층","매일 09:00 ~ 22:00","070-8808-1140"
"125226","콩다방미스리","서울 송파구 중대로 24 오륜상가 2동 115-1호","",""
"125227","일라고","서울 송파구 올림픽로12길 41-2 1층","",""
"125228","해인타로&사주","서울 송파구 백제고분로31길 25","",""
"125230","더브라운 대치SK뷰점","서울 강남구 삼성로51길 11 1층 106호","매일 09:00 ~ 22:00","02-566-7789"
"125232","아이숲키즈카페","서울 강남구 헌릉로590길 24 엠타워 2층","매일 10:30 ~ 21:00","02-3411-4959"
"125235","다원전통찻집","서울 강남구 남부순환로 2936","",""
"125236","쌤스카페","서울 송파구 백제고분로21길 25 1층","",""
"125237","카페질리","서울 송파구 삼전로10길 7","","02-424-9283"
"125239","커피엠","서울 송파구 백제고분로12길 3","",""
"125241","나무아래 잠실점","서울 송파구 백제고분로12길 3","",""
"125243","흑화당 대치점","서울 강남구 삼성로 238 태원리치타운 1층 109호","토,일 10:00 ~ 22:30","02-553-8556"
"125246","황매방","서울 송파구 백제고분로21길 23 1층","","02-6349-0926"
"125247","드 플로르","서울 송파구 삼전로 90","","02-413-0379"
"125250","우드피플","서울 송파구 백제고분로 294","","02-422-4797"
"125257","대치커피1696","서울 강남구 삼성로 212 은마상가 B-116호","일요일","02-569-1696"
"125260","프레리키즈카페 잠실점","서울 송파구 석촌호수로 142 빈즈빌딩 지하1층","","02-6448-7771"
"125262","노리파크 잠실점","서울 송파구 삼전로 84 8층","",""
"125268","쿠키에반하다","서울 송파구 백제고분로27길 26","",""
"125269","휘카페메이","서울 강남구 삼성로 155","",""
"125270","공차 대치은마사거리점","서울 강남구 삼성로 238","토,일 10:00 ~ 22:30","02-563-0708"
"125271","스타벅스 SSG마켓도곡R점","서울 강남구 언주로30길 57 타워팰리스 F동 지하1층","07/26(일)","1522-3232"
"125280","키트","서울 송파구 석촌호수로 160","매일 10:00 ~ 20:00","02-2042-5100"
"125286","디밀리옹","서울 송파구 삼전로10길 68 1층","","02-419-0107"
"125290","이아","서울 강남구 밤고개로21길 69","","02-445-2131"
"125291","카페포제이","서울 송파구 가락로11길 7","",""
"125296","포켓파크","서울 송파구 법원로11길 11 문정현대지식산업센터 B동 146호","","010-4488-3666"
"125298","ABC카페","서울 송파구 백제고분로15길 4","",""
"125299","석촌빈스토리","서울 송파구 가락로15길 1","","02-421-1127"
"125300","소유화플라워카페","서울 강남구 삼성로58길 39","",""
"125302","썬카페","서울 송파구 백제고분로27길 26","","02-419-1922"
"125303","카페쿠치나","서울 송파구 백제고분로31길 41","","02-417-5960"
"125307","카페라임","서울 송파구 올림픽로10길 54","","02-2425-2122"
"125309","송송책방","서울 강남구 언주로 110 경남2차상가 2층 203호","일요일","070-4204-7572"
"125314","커피트레인","서울 송파구 석촌호수로 148 1층","","070-8860-4698"
"125315","카페 파이카지","서울 송파구 올림픽로8길 31 1층 101호","일요일","02-423-0621"
"125318","리오","서울 송파구 양재대로 921","",""
"125320","커피인류 레이크팰리스점","서울 송파구 석촌호수로 135 레이크팰리스상가 A동 134호","일 09:00 ~ 18:00","070-7746-9690"
"125321","스타벅스 송파사거리점","서울 송파구 송파대로 386","매일 08:00 ~ 22:00","1522-3232"
"125324","바닐라퀸","서울 송파구 백제고분로15길 8-1","",""
"125326","티세서리","서울 송파구 올림픽로10길 50 103호","","070-4036-4163"
"125328","선","서울 송파구 백제고분로27길 26","",""
"125330","커피홀 석촌호수점","서울 송파구 송파대로49길 47","",""
"125331","알프레스코","서울 송파구 백제고분로27길 40-9 1층","",""
"125332","카페T","서울 송파구 법원로11길 28 BK타워 1층","","02-2192-7243"
"125333","투썸플레이스 석촌호수점","서울 송파구 석촌호수로 220 1층","매일 08:30 ~ 01:00","02-415-1020"
"125334","스타벅스 가든파이브점","서울 송파구 충민로 10 가든파이브툴","07/26(일)","1522-3232"
"125335","잠실빈스토리","서울 송파구 올림픽로12길 50","","02-415-3356"
"125338","래드브릭","서울 송파구 백제고분로 175 1,2층","",""
"125341","도그존","서울 송파구 올림픽로12길 28","월,수,목,금,토,일 12:00 ~ 22:00","070-7720-0427"
"125343","커피의향기","서울 강남구 남부순환로 2917","",""
"125345","카페오","서울 송파구 법원로11길 25 에이치비지니스파크 A동 101호","","02-6423-3891"
"125347","카페또오늘 문정점","서울 송파구 법원로9길 26 C동 1층 104호","",""
"125348","델라보테가","서울 강남구 헌릉로622길 10 1층","월,일요일",""
"125353","오페라빈 대치점","서울 강남구 삼성로58길 29","",""
"125354","커피마실","서울 송파구 중대로 60-3","",""
"125357","알소커피","서울 강남구 남부순환로 2927 132호","토,일 09:00 ~ 20:00","02-877-9057"
"125361","카루소","서울 강남구 남부순환로 2927","","02-3446-0323"
"125362","매머드커피 문정점","서울 송파구 법원로11길 11 현대지식산업센터 A동 103호","토,일 11:00 ~ 18:00","02-3400-0667"
"125363","룸톤","서울 송파구 백제고분로37길 4","","02-416-6100"
"125367","커피앤가든","서울 강남구 도곡로93길 12","","02-6414-0700"
"125368","카페레바브","서울 강남구 영동대로65길 10","",""
"125369","스터디벅스 1호점","서울 강남구 삼성로58길 9 지하 1층","",""
"125370","쥬씨 은마사거리점","서울 강남구 삼성로 301","",""
"125375","피크닉그린","서울 송파구 삼전로13길 22 1층","화~일 12:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:30","02-6339-3506"
"125377","카페알케미","서울 강남구 양재대로53길 7","매일 12:00 ~ 22:00","02-3412-6140"
"125382","디초콜릿커피앤드 일원점","서울 강남구 개포로 640","",""
"125383","카르페디엠 일원점","서울 강남구 일원로9길 17","매일 10:00 ~ 24:00","02-451-5531"
"125385","카페플룬","서울 강남구 일원로5길 7 1층","",""
"125386","커피날에","서울 강남구 개포로116길 19","","02-445-3350"
"125389","카페레아","서울 강남구 일원로 43","","02-445-5461"
"125391","젬스커피","서울 강남구 양재대로27길 14","","02-3412-8959"
"125392","커피잔","서울 강남구 일원로5길 30","","02-445-7745"
"125393","헤이스위디","서울 강남구 일원로5길 25 1층","월,일요일",""
"125395","마르샤 플라워카페","서울 강남구 개포로128길 33","","02-445-9380"
"125397","1원커피가게","서울 강남구 양재대로55길 37","","02-459-1004"
"125398","준","서울 강남구 일원로9길 32","","02-459-1988"
"125399","서울고로케앤커피","서울 강남구 일원로5길 24","","070-8160-1577"
"125401","더블유빈코리아","서울 강남구 개포로 650","","02-445-5897"
"125402","위크엔드","서울 강남구 양재대로35길 5 1층","",""
"125404","글로벌인생만남학교","서울 강남구 일원로5길 71","",""
"125406","커피부스","서울 강남구 일원로3길 40","",""
"125409","빈스바네스","서울 강남구 개포로 650","",""
"125412","더마실카페 일원점","서울 강남구 양재대로53길 13 1층","","02-445-1801"
"125414","투썸플레이스 강남일원점","서울 강남구 일원로 28 1,2층","매일 09:00 ~ 22:30","02-445-7005"
"125415","비앤씨도서관카페","서울 강남구 일원로 95 신영프라자 5층","매일 00:00 ~ 24:00","02-6097-1212"
"125417","지니어스커피","서울 강남구 개포로 623","",""
"125418","루체하임주민카페","서울 강남구 개포로110길 50","",""
"125420","보이커피","서울 강남구 개포로 623 대청타워 1층 116호","",""
"125424","빈스테이블","서울 강남구 광평로31길 27 삼성아파트 상가동 1층 101-3호","","02-3412-8938"
"125430","투썸플레이스 강남수서점","서울 강남구 광평로34길 30","매일 07:00 ~ 23:00","02-459-0030"
"125432","기린다원 본점","서울 강남구 개포로 623 대청타워 2601","매일 09:30 ~ 18:00",""
"125436","오스콘","서울 송파구 백제고분로22길 26 1층","","02-419-5199"
"125439","로이스빈","서울 강남구 개포로 615","일요일","02-445-2704"
"125440","에이미스커피 대청점","서울 강남구 개포로 619 강남우체국 1층","","02-459-0027"
"125441","에이미스커피 일원점","서울 강남구 일원로 지하 121 삼성생명 일원역 빌딩117호","","02-445-1700"
"125450","리즈앤틱","서울 강남구 개포로109길 69","",""
"125452","할리스커피 수서점","서울 강남구 밤고개로1길 10 수서현대벤처빌 지하1층","일 08:00 ~ 22:00","02-451-0723"
"125453","꿈도미노카페","서울 송파구 삼전로6길 15","","0505-692-7777"
"125454","그리네","서울 송파구 백제고분로22길 16","","02-415-4255"
"125455","코코엔젤","서울 송파구 백제고분로28길 10 지하1층","","070-8158-2520"
"125456","킨더독","서울 송파구 삼전로 53 뜨레피움 지하1층","","02-6959-5979"
"125458","카페인중독잠실점","서울 송파구 백제고분로18길 21","",""
"125459","오스콘","서울 송파구 백제고분로32길 21","",""
"125461","카페 글로잉","서울 송파구 백제고분로20길 15 요셉캐슬 1층 101호","",""
"125463","세렌제이까페","서울 송파구 백제고분로32길 29 102호","매일 09:00 ~ 22:00",""
"125468","단비","서울 강남구 광평로10길 50 청솔빌리지 상가동 1층","토,일 09:00 ~ 19:00","02-445-4137"
"125469","아이점핑","서울 송파구 백제고분로28길 8","","070-7788-2007"
"125471","카페모던비","서울 송파구 백제고분로34길 24 1층","","070-8845-3424"
"125473","헬로우","서울 송파구 삼학사로 34","","070-4042-2938"
"125476","용커피숍","서울 송파구 백제고분로 262","","02-414-0568"
"125477","투썸플레이스 삼전역점","서울 송파구 삼전로 66 순명빌딩 1,2층","","02-416-2388"
"125479","이디야커피 삼전역점","서울 송파구 백제고분로 263","토,일 09:00 ~ 22:30","02-416-6353"
"125485","마노핀 수서역점","서울 강남구 광평로 지하 270","일 07:00 ~ 23:00","02-2226-1220"
"125486","쥬씨 수서역점","서울 강남구 밤고개로1길 10 수서현대벤쳐빌오피스텔 지하 2층 224호","",""
"125489","우물정","서울 송파구 백제고분로 266","매일 08:00 ~ 24:00",""
"125490","위드유","서울 송파구 백제고분로28길 10","",""
"125491","카페디에이치","서울 송파구 삼학사로 42","",""
"125497","디에치앤카페테리움","서울 송파구 삼학사로 42","","02-415-6889"
"125501","러블리라이스","서울 송파구 백제고분로28길 10","",""
"125502","커피온리 수서역점","서울 강남구 밤고개로1길 10 수서현대벤처빌 지하2층","",""
"125507","르카페","서울 송파구 백제고분로 188 포스코더샵 1층 101호","",""
"125508","델트렌 수서역점","서울 강남구 광평로 지하 270","",""
"125509","카페다","서울 송파구 백제고분로22길 4","",""
"125514","이디야커피 잠실본동점","서울 송파구 백제고분로 172 1층","일 09:00 ~ 23:00","02-414-6830"
"125515","뇸뇸베이키","서울 송파구 백제고분로18길 16 1층","월,일요일",""
"125518","쥬씨 배명사거리점","서울 송파구 백제고분로31길 2","매일 10:00 ~ 22:30","02-418-4012"
"125520","에이티폭스","서울 강남구 밤고개로1길 10","",""
"125524","일월십사일 잠실점","서울 송파구 백제고분로21길 6-25","마지막 일요일",""
"125525","넘버스커피","서울 송파구 삼학사로13길 15","",""
"125526","할리스커피 배명사거리점","서울 송파구 백제고분로 275","","02-422-4915"
"125528","le soleil du midi","서울 송파구 백제고분로18길 16 1층","",""
"125529","카페어나더","서울 송파구 삼학사로13길 37","","02-413-7142"
"125533","빠켱커피","서울 송파구 백제고분로31길 5","","070-4154-8000"
"125534","모비프렌 서울지사","서울 강남구 광평로 280 로즈데일오피스텔 12층 1237호","토,일요일","02-336-2220"
"125538","슈루비커피","서울 송파구 백제고분로27길 8","",""
"125539","가득커피","서울 송파구 백제고분로34길 14-6","",""
"125540","놀숲 잠실점","서울 송파구 백제고분로 173 지하 1층","매일 10:00 ~ 24:00","02-420-3295"
"125541","다쓰커피 삼전점","서울 송파구 삼전로8길 10 화완빌딩 1층 3호","","02-6448-0298"
"125544","카페리빈","서울 송파구 백제고분로 168 102호","",""
"125545","커피가좋아","서울 강남구 광평로 295","","070-4151-3338"
"125550","쥬시버블","서울 강남구 광평로 280","",""
"125556","다스커피삼전점","서울 송파구 삼전로8길 10","",""
"125558","우물정","서울 송파구 백제고분로21길 17 1층 101호","",""
"125559","커피빈 수서역원방빌딩점","서울 강남구 광평로51길 6-23 원방테크사옥 1층","토,일 08:00 ~ 23:00","02-3473-3830"
"125561","오후의 파이","서울 송파구 삼학사로16길 4","화~일 11:30 ~ 20:30",""
"125565","365일","서울 송파구 백제고분로19길 14 1층 101호","월,화,수,금,토,일 11:00 ~ 22:00",""
"125566","흑화당 송파헬리오시티점","서울 송파구 송파대로 345 헬리오시티 상가 3블록 B동 지하1층 33호","매일 09:00 ~ 22:00","070-4151-3109"
"125567","윈썸","서울 송파구 백제고분로19길 7","","02-421-3252"
"125570","폴리카페","서울 송파구 백제고분로31길 18","",""
"125572","퍼햅스","서울 송파구 백제고분로29길 29 1층","일요일",""
"125574","하우스","서울 송파구 도곡로64길 24 101호","매일 10:00 ~ 23:00","02-423-9207"
"125582","사르르 잠실점","서울 송파구 삼학사로18길 13","매일 12:00 ~ 22:00",""
"125587","1004카페","서울 송파구 삼학사로 78 1층","",""
"125588","블랙드롭커피 석촌호수점","서울 송파구 삼학사로 90 1층","토,일 10:00 ~ 23:00","02-420-8397"
"125594","모퉁이","서울 송파구 삼학사로16길 5","",""
"125600","스타벅스 석촌서호점","서울 송파구 석촌호수로 176 1층","월,화,수,목,일 07:00 ~ 22:00","1522-3232"
"125603","커피스토리","서울 송파구 삼학사로14길 16","",""
"125604","커피나무 잠실점","서울 송파구 삼전로 85 1층","토,일 09:00 ~ 24:00","02-412-1180"
"125605","백송커피숍","서울 송파구 백제고분로 142","","02-423-6929"
"125606","빙달 석촌점","서울 송파구 백제고분로31길 25 1층 2호","","02-414-9799"
"125611","커피브릭","서울 송파구 백제고분로33길 12 1층","토,일 10:00 ~ 21:00","070-7768-2700"
"125614","설빙 석촌호수서호점","서울 송파구 석촌호수로 176","","02-2202-5577"
"125615","엔제리너스 석촌호수DI점","서울 송파구 석촌호수로 224 1층","매일 08:00 ~ 02:00","02-3431-7590"
"125617","메가커피 잠실레이크팰리스점","서울 송파구 석촌호수로 140 1층","","02-423-3356"
"125618","피피샐러드","서울 송파구 송파대로49길 50 B동 203호","매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00","070-8822-7771"
"125621","지카페","서울 송파구 삼전로9길 8","","02-416-0486"
"125622","에덴","서울 송파구 백제고분로7길 24-13 2층","수~일 11:00 ~ 23:00","070-8624-8682"
"125623","갤러리카페엔소","서울 강남구 밤고개로14길 25-4 1층","매일 11:00 ~ 22:00","02-451-2342"
"125624","플레이키즈","서울 송파구 삼전로 90","","02-420-3301"
"125625","스타벅스 석촌역점","서울 송파구 백제고분로 358 우전빌딩 1층","일 08:00 ~ 21:00","1522-3232"
"125627","Cafe de flore","서울 송파구 삼전로 90","",""
"125628","스타벅스 잠실새내역점","서울 송파구 올림픽로 96 1층","매일 07:00 ~ 22:30","1522-3232"
"125629","피치그레이","서울 송파구 가락로21길 14-1 1층","매일 11:00 ~ 21:00","02-412-2726"
"125631","투썸플레이스 잠실3단지점","서울 송파구 석촌호수로 100","매일 08:00 ~ 24:00","02-424-3100"
"125632","벌툰 잠실새내점","서울 송파구 백제고분로7길 27 반석빌딩 3층","매일 10:00 ~ 23:00","070-7575-0600"
"125633","비엔나커피하우스 송파사거리점","서울 송파구 가락로 114 신우빌딩 1층 102호","","02-422-1683"
"125634","명가타로&사주","서울 송파구 백제고분로17길 12","",""
"125635","큐브이스케이프 잠실점","서울 송파구 올림픽로8길 10 4층","월,화,수,목,일 10:00 ~ 23:20","02-412-9998"
"125637","셜록홈즈 잠실2호점","서울 송파구 백제고분로7길 31 4층","매일 10:00 ~ 23:30","02-418-0153"
"125639","테이크어샤워","서울 송파구 송파대로47길 1","매일 12:00 ~ 22:00","070-4307-0910"
"125641","더스윗바","서울 송파구 송파대로 345","",""
"125644","쉴만한물가","서울 송파구 가락로5길 28 1층","","02-423-1578"
"125647","디저트메이커","서울 송파구 삼전로12길 7","","010-3926-0254"
"125648","카페꿈의조각들","서울 송파구 백제고분로33길 23","",""
"125652","커피빈 잠실신천점","서울 송파구 석촌호수로 118 1층","일 07:30 ~ 23:00","02-416-9520"
"125658","잠실303카페","서울 송파구 도곡로64길 8","","070-7803-0303"
"125659","나우나우나우","서울 송파구 송파대로39길 1-10 1층","화~일 11:00 ~ 22:00","02-424-1989"
"125665","미스터힐링 잠실새내점","서울 송파구 백제고분로7길 25 3층","토,일 12:00 ~ 22:30","02-6403-2077"
"125668","아마스빈 잠실새내역점","서울 송파구 석촌호수로 82 104호","","02-423-2252"
"125669","커피랑도서관 석촌호수점","서울 송파구 삼학사로 100 그랜드빌딩 4층","매일 08:00 ~ 22:00","070-7931-8411"
"125670","세인트앤드류스커피","서울 송파구 올림픽로 82 현대빌딩 1층","토,일 09:00 ~ 23:00","02-422-1920"
"125672","한가로운오후","서울 송파구 백제고분로 332","일 10:00 ~ 22:00",""
"125673","카페두센트레","서울 송파구 석촌호수로 140 레이크타워 1층","","070-4101-5002"
"125677","세라젬카페오가다 잠실점","서울 송파구 석촌호수로 172","매일 10:00 ~ 22:00","02-419-0325"
"125678","스타벅스 석촌호수점","서울 송파구 석촌호수로 262 지상 1, 2층","토,일 08:00 ~ 22:00","1522-3232"
"125679","민스카페","서울 송파구 삼전로 100 아카데미빌딩 2층","","070-4070-0457"
"125681","벨라스가든","서울 송파구 백제고분로41길 42-19","매일 10:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00","02-424-4243"
"125683","카페당당","서울 송파구 석촌호수로18길 8-19 1층","월,화,목,금,토,일 10:00 ~ 20:00","070-7778-6664"
"125685","커피빈 석촌호수점","서울 송파구 석촌호수로 222 제이타워 1층","월,화,수,목,일 08:00 ~ 23:00","02-415-1235"
"125687","힐링사주카페","서울 송파구 백제고분로7길 32 1층","매일 11:30 ~ 06:00","070-7721-7887"
"125689","오층다방","서울 송파구 석촌호수로 188","월,목,금,토,일 12:00 ~ 21:00",""
"125692","라딧프로젝트","서울 송파구 송파대로 450 1층","화~일 12:00 ~ 22:00","02-2088-7789"
"125695","커핀그루나루 신천점","서울 송파구 올림픽로12길 8 1,2층","매일 09:00 ~ 06:00","02-416-2085"
"125696","설록홈즈 잠실점","서울 송파구 백제고분로7길 19 3,4층","","02-422-0053"
"125697","12브릭스커피","서울 송파구 삼학사로18길 5","",""
"125698","프라임하우스 송파점","서울 송파구 송파대로37길 77 1층","화~일 10:00 ~ 18:00",""
"125700","쥬씨 잠실학원사거리점","서울 송파구 석촌호수로 134 1층 107호","","02-415-2270"
"125701","카페싱송","서울 송파구 송파대로42길 6-1 1층","월,화,목,금,토,일 12:00 ~ 21:00",""
"125702","유달리 석촌호수점","서울 송파구 백제고분로41길 43-7 1층","매일 11:00 ~ 23:00","02-343-3737"
"125703","카페누아","서울 송파구 백제고분로40길 37","","02-424-4610"
"125704","커피에반하다 잠실고분로2호점","서울 송파구 백제고분로19길 27","",""
"125706","오린지","서울 송파구 송파대로48길 19 1층","일 12:00 ~ 20:00",""
"125710","앙쥬러브","서울 송파구 백제고분로21길 34-9 1층","","070-7555-2628"
"125716","비스트로마인","서울 송파구 석촌호수로18길 26 1층","토,일 09:00 ~ 22:30","02-2202-3775"
"125717","가또마들렌 잠실직영점","서울 송파구 석촌호수로 216 호텔레이크 1층","","02-418-3153"
"125720","일리카페 잠실아이파크점","서울 송파구 올림픽로8길 20","매일 00:00 ~ 24:00","02-2202-8886"
"125722","씨앋","서울 송파구 백제고분로40길 4-7 1층","매일 08:00 ~ 20:00","02-2042-1114"
"125724","파스쿠찌 석촌호수점","서울 송파구 송파대로49길 37 아쉬세븐빌딩 1층","매일 07:30 ~ 22:00","02-2135-2378"
"125725","푸른하늘 보드게임카페","서울 송파구 송파대로 459","","010-2736-6494"
"125729","케키하우스","서울 송파구 송파대로48길 7","화~일 13:00 ~ 22:00",""
"125730","클로버","서울 송파구 백제고분로27길 33","",""
"125732","주스블라썸","서울 송파구 삼전로12길 4","",""
"125733","캡틴","서울 송파구 삼전로 92","","02-412-9001"
"125734","슬라임슈슈","서울 송파구 백제고분로11길 5 1층","",""
"125738","카페블루","서울 송파구 삼전로12길 7","",""
"125740","블렌드랩","서울 송파구 가락로9길 8 1층","",""
"125741","커피빈 신천역점","서울 송파구 올림픽로 100 효창타워 1층","일 08:00 ~ 23:00","02-417-8851"
"125742","소운빙","서울 강남구 개포로82길 7","","02-451-2121"
"125746","놀다방","서울 송파구 백제고분로9길 43 2층","","070-4036-4224"
"125747","고양이랑","서울 송파구 백제고분로41길 39 2층","토,일 12:00 ~ 23:00","02-2202-8199"
"125750","체리오오체리","서울 송파구 백제고분로15길 42 1층","목~일 12:30 ~ 21:00","010-7545-3490"
"125752","더테이블","서울 송파구 백제고분로 117 1층","토,일 11:30 ~ 19:30","02-423-3636"
"125754","카페바오","서울 송파구 올림픽로10길 57","","02-419-8079"
"125756","카페사푼사푼","서울 강남구 영동대로 416 케이티앤지 타워 1층","일요일","02-3484-5408"
"125757","차얌 잠실학원사거리점","서울 송파구 석촌호수로 134","",""
"125759","커피랑도서관 대치1호점","서울 강남구 영동대로 215 3층","","02-562-2630"
"125760","타이지엔 송파석촌점","서울 송파구 송파대로 453 레이크빌 빌딩 1층 4호","","02-416-0242"
"125762","카페콩가","서울 송파구 백제고분로7길 48","매일 10:00 ~ 03:00","070-7543-5139"
"125765","욜로와","서울 송파구 백제고분로7길 24-11","",""
"125766","학여울빈스토리","서울 강남구 개포로 506","","02-3411-3356"
"125767","엔제리너스 잠실샤롯데점","서울 송파구 올림픽로 240 샤롯데씨어터내 1,3,4층","매일 10:00 ~ 23:00","02-411-5055"
"125768","디오더","서울 송파구 올림픽로10길 25","",""
"125769","이디야커피 대치역점","서울 강남구 남부순환로 2937","매일 07:00 ~ 22:50","02-566-6467"
"125771","카페보체","서울 송파구 석촌호수로12길 30 1층","",""
"125773","달빛정거장","서울 송파구 백제고분로7길 8","일 10:00 ~ 24:00",""
"125775","정원이있는국민책방 송파점","서울 송파구 가락로21길 8","매일 10:00 ~ 22:00",""
"125778","이디야커피 종합운동장역점","서울 송파구 올림픽로 76 제이타워 1층 104호","토,일 08:00 ~ 23:00","02-424-1808"
"125779","커피볶는집","서울 송파구 백제고분로39길 8","","070-8154-6714"
"125781","CAFEANAZUO","서울 송파구 송파대로49길 37","",""
"125783","토프레소 석촌점","서울 송파구 가락로 90","","02-418-1528"
"125786","잠실타로&사주","서울 송파구 올림픽로12길 22 2층","","02-3432-8383"
"125787","꿀스커피 잠실트라지움점","서울 송파구 석촌호수로 61 1층","",""
"125789","젠가","서울 송파구 백제고분로23길 31 1층","","02-413-1710"
"125790","마리웨일237 잠실새내점","서울 송파구 백제고분로7길 39 1층","매일 11:00 ~ 23:00","02-422-0237"
"125791","이디야커피 석촌역점","서울 송파구 송파대로 456","일 09:00 ~ 22:30","02-424-0247"
"125792","체크인","서울 송파구 석촌호수로 210","일 13:00 ~ 22:00",""
"125794","흑화당 잠실새내역점","서울 송파구 올림픽로 118 청우빌딩 1층","매일 10:00 ~ 22:00","02-2202-1116"
"125795","빈스빈","서울 송파구 백제고분로19길 35 1층","","02-2042-2016"
"125796","청복 보이차","서울 송파구 백제고분로 328 1층","","0507-1438-0290"
"125798","커피인류","서울 송파구 올림픽로 145 리센츠상가 지하 1층 A34호","",""
"125799","도화서가 잠실새내점","서울 송파구 백제고분로9길 9 유성빌딩 지하1층","일 13:00 ~ 21:00","070-4334-7542"
"125802","커피랑도서관 잠실새내역점","서울 송파구 올림픽로 130 3층","일 00:00 ~ 22:00","070-4194-1140"
"125803","락앤롤","서울 송파구 백제고분로9길 26","","070-8157-2725"
"125806","휴","서울 송파구 올림픽로 203 2층 254호","","02-413-8778"
"125807","설빙 롯데월드어드벤처점","서울 송파구 올림픽로 240 1층","",""
"125808","투썸플레이스 잠실롯데점","서울 송파구 올림픽로 240","매일 08:30 ~ 22:30","02-2143-1457"
"125809","공차 잠실학원사거리점","서울 송파구 석촌호수로 138 101호","","02-416-2202"
"125810","프레스","서울 송파구 백제고분로45길 17-3 4층","화~일 12:00 ~ 22:00",""
"125811","타피오빈","서울 강남구 개포로 506 201호","","070-7579-8689"
"125815","비엔나커피하우스 샤롯데스트리트점","서울 송파구 올림픽로 240","","02-2143-1203"
"125816","출동슈퍼윙스 롯데잠실점","서울 송파구 올림픽로 240 롯데마트 5층","매일 10:00 ~ 22:00","02-2143-1658"
"125817","앨리스카페앤플라워","서울 송파구 석촌호수로 230","","02-423-0208"
"125821","테이트커피","서울 송파구 석촌호수로18길 11-2","일 09:00 ~ 23:00",""
"125822","쥬씨 신천역점","서울 송파구 석촌호수로 58 동신빌딩","","02-2203-0901"
"125823","투썸플레이스 롯데월드점","서울 송파구 올림픽로 240 롯데월드어드벤처동 AD2호","매일 09:30 ~ 22:00","02-411-0592"
"125824","더벤티","서울 송파구 석촌호수로 84","","02-422-8614"
"125828","트레스드","서울 송파구 백제고분로15길 50 1층","화~일 12:00 ~ 24:00","010-3522-1844"
"125830","앤카페","서울 송파구 석촌호수로12길 22","화~일 11:00 ~ 21:00",""
"125832","스타벅스 올림픽훼미리점","서울 송파구 중대로 68 훼미리 샤르망 1층","일 08:00 ~ 22:00","1522-3232"
"125833","위드유카페","서울 송파구 백제고분로9길 37 1층103호","","070-8615-2941"
"125834","롯데호텔월드 라운지앤브라세리","서울 송파구 올림픽로 240 롯데호텔월드 1층","매일 08:00 ~ 23:00",""
"125835","얼라이브","서울 송파구 올림픽로10길 20","","02-417-3020"
"125837","도화서가","서울 송파구 오금로16길 20","매일 12:00 ~ 24:00","02-2203-9188"
"125838","스카이7080라이브","서울 송파구 석촌호수로 194","",""
"125839","마니커피","서울 송파구 올림픽로12길 41-2","",""
"125840","피스인더커피","서울 송파구 석촌호수로 258","매일 10:30 ~ 24:00","02-418-8887"
"125842","우리동네라운지","서울 송파구 중대로 24 올림픽훼밀리아파트 2단지 오륜상가 101호","","02-6104-0124"
"125843","스타타워커피 잠실석촌호수점","서울 송파구 석촌호수로 210","매일 09:00 ~ 22:00","02-417-1113"
"125844","커피인류 헬리오시티점","서울 송파구 송파대로 345 헬리오시티 상가 A동 B142, B143호","",""
"125846","넥스트에디션 잠실점","서울 송파구 올림픽로 118 지하1층","매일 10:00 ~ 24:00","02-423-8255"
"125847","이디야커피 송파동점","서울 송파구 백제고분로41길 5","매일 08:00 ~ 23:00","02-417-5870"
"125849","오오카페","서울 송파구 삼학사로19길 6 1층 101호","","02-6265-6001"
"125850","꿈도미노910","서울 송파구 백제고분로37길 4","매일 09:00 ~ 22:00",""
"125853","로드빈스","서울 송파구 석촌호수로 134","","070-7576-2725"
"125854","도렐 육지4호점","서울 송파구 올림픽로 240 1층","",""
"125855","팻어케이크","서울 송파구 백제고분로41길 20 101호","",""
"125856","디노비","서울 송파구 가락로 100","","02-416-5353"
"125857","요거프레소 잠실리센츠점","서울 송파구 올림픽로 145 상가 지하 1층 A8호","매일 10:00 ~ 21:00","02-422-7800"
"125858","브이카페","서울 송파구 석촌호수로12길 21","",""
"125859","루빅스","서울 송파구 백제고분로7길 32-11","","02-416-6882"
"125860","테라스카페","서울 송파구 석촌호수로 68","","070-4324-1369"
"125861","뉴스타콘서트","서울 송파구 백제고분로33길 32","",""
"125862","타이거슈가 대치점","서울 강남구 도곡로 510 1층 9호","매일 11:00 ~ 23:00","070-7500-7576"
"125863","발리커피숍","서울 송파구 가락로 79","",""
